State_Name,Year,PC_No,Party,Candidate,Sex,Total_Votes,N_Segments,PC_Name,PC_Position,PC_Total_Votes,PC_Vote_Share,N_Candidates_PC,RunnerUp_Votes,RunnerUp_Party,Margin_Votes,Margin_Pct,Effective_N_Parties,Bloc,Prev_Bloc,Bloc_Retained,Has_Prev_Result,Prev_Margin_Pct,split
Uttar_Pradesh,2004,61,INC,SHRIPRAKASH JAISWAL,M,211104,5,KANPUR,1,618698,34.12068569803038,16,205461,BJP,5643,0.9120766512902904,3.3878798384983004,INDIA,INDIA,1,1,11.001680327377343,train
Uttar_Pradesh,2009,61,BSP,ARVIND KUMAR CHAUDHARY,M,268568,5,Basti,1,773560,34.71844459382595,16,163431,SP,105137,13.59131806194736,4.720433883205292,Other,INDIA,0,1,0.9120766512902904,validation
Uttar_Pradesh,2014,61,BJP,HARISH CHANDRA ALIAS HARISH DWIVEDI,M,357673,5,Basti,1,1038353,34.446185449456976,13,324114,SP,33559,3.2319452055322224,3.4279406673703687,NDA,Other,0,1,13.59131806194736,test
Uttar_Pradesh,2019,61,BJP,HARISH CHANDRA ALIAS HARISH DWIVEDI,M,469214,5,Basti,1,1038587,45.17811218511304,11,437641,BSP,31573,3.039995686447067,2.5713475913510577,NDA,NDA,1,1,3.2319452055322224,test
Uttar_Pradesh,1999,62,BSP,Brij Lal Khabri,M,197693,5,Jalaun,1,574744,34.39670531575798,11,184268,BJP,13425,2.335822557521262,3.81825561264918,Other,,0,0,,train
Uttar_Pradesh,2004,62,SP,RAGHURAJ SINGH SHAKYA,M,367789,5,ETAWAH,1,703903,52.249954894353344,14,177632,BJP,190157,27.01465969032665,2.6946888696752223,INDIA,Other,0,1,2.335822557521262,train
Uttar_Pradesh,2009,62,BSP,BHISMA SHANKAR ALIAS KUSHAL TIWARI,M,211043,5,Sant kabir Nagar,1,800907,26.350500120488395,24,181541,BJP,29502,3.6835737482629063,5.339287451870843,Other,INDIA,0,1,27.01465969032665,validation
Uttar_Pradesh,2014,62,BJP,SHARAD TRIPATHI,M,348884,5,Sant Kabir Nagar,1,1006887,34.64976705429705,25,250910,BSP,97974,9.730386825929822,4.087133307504352,NDA,Other,0,1,3.6835737482629063,test
Uttar_Pradesh,2019,62,BJP,PRAVEEN KUMAR NISHAD,M,466167,5,Sant Kabir Nagar,1,1048192,44.47343616436684,7,430899,BSP,35268,3.364650751007449,2.618615670513692,NDA,NDA,1,1,9.730386825929822,test
Uttar_Pradesh,1999,63,BSP,Pyare Lal Sankhwar,M,156505,5,Ghatampur,1,557813,28.056893618470703,7,156371,SP,134,0.0240223874309132,4.016004816318545,Other,,0,0,,train
Uttar_Pradesh,2004,63,SP,AKHILESH YADAV,M,464349,5,KANNAUJ,1,758580,61.21292414774975,10,156993,BSP,307356,40.51728229059559,2.2740897101669444,INDIA,Other,0,1,0.0240223874309132,train
Uttar_Pradesh,2009,63,INC,HARSH VARDHAN,M,305471,5,Maharajganj,1,839199,36.40030552943938,15,181846,BSP,123625,14.731309260378053,4.180609944144034,INDIA,INDIA,1,1,40.51728229059559,validation
Uttar_Pradesh,2014,63,BJP,PANKAJ,M,471541,5,Maharajganj,1,1051531,44.843280892336985,23,231084,BSP,240457,22.867323930535573,3.399112324646121,NDA,INDIA,0,1,14.731309260378053,test
Uttar_Pradesh,2019,63,BJP,PANKAJ CHOUDHARY,M,725557,5,Maharajganj,1,1215228,59.70542153406604,14,385592,SP,339965,27.975408729884432,2.170223704164718,NDA,NDA,1,1,22.867323930535573,test
Uttar_Pradesh,1999,64,BJP,Shyam Bihari Mishra,M,191992,5,Bilhaur,1,632374,30.36051450565646,8,188826,BSP,3166,0.5006530945295031,3.97028777727254,NDA,,0,0,,train
Uttar_Pradesh,2004,64,SP,CHANDRA BHUSHAN SINGH (M,M,176119,5,FARRUKHABAD,1,665388,26.468616807035893,16,173380,INC,2739,0.4116395246081986,4.668163481697067,INDIA,NDA,0,1,0.5006530945295031,train
Uttar_Pradesh,2009,64,BJP,ADITYANATH,M,403143,5,Gorakhpur,1,748602,53.85278158487421,26,182883,BSP,220260,29.42284418155442,2.747284241384796,NDA,INDIA,0,1,0.4116395246081986,validation
Uttar_Pradesh,2014,64,BJP,ADITYANATH,M,538604,5,Gorakhpur,1,1031197,52.23095102099793,15,226216,SP,312388,30.29372661091915,2.83794806183172,NDA,NDA,1,1,29.42284418155442,test
Uttar_Pradesh,2019,64,BJP,Ravindra Shyamnarayan Shukla alias Ravi Kishan,M,715010,5,Gorakhpur,1,1173575,60.925803634194665,10,414340,SP,300670,25.62000724282641,2.014914950454352,NDA,NDA,1,1,30.29372661091915,test
Uttar_Pradesh,1999,65,INC,Sriprakash Jaiswal,M,293606,5,Kanpur,1,635573,46.19548029887991,15,259109,BJP,34497,5.427700673250752,2.593933446745738,INDIA,,0,0,,train
Uttar_Pradesh,2004,65,SP,MULAYAM SINGH YADAV,M,460408,5,MAINPURI,1,719797,63.96358973432788,13,122596,BSP,337812,46.931565427474695,2.1632556691896183,INDIA,INDIA,1,1,5.427700673250752,train
Uttar_Pradesh,2009,65,BSP,SWAMI PRASAD MAURYA,M,202860,5,Kushi Nagar,1,731041,27.74946959199279,19,162189,BJP,40671,5.5634362504975785,5.461348106764222,Other,INDIA,0,1,46.931565427474695,validation
Uttar_Pradesh,2014,65,BJP,RAJESH PANDEY URF GUDDU,M,369917,5,Kushi Nagar,1,939961,39.354505133723634,14,284378,INC,85539,9.100271181463912,3.5636361378241954,NDA,Other,0,1,5.5634362504975785,test
Uttar_Pradesh,2019,65,BJP,VIJAY KUMAR DUBEY,M,595508,5,Kushi Nagar,1,1040903,57.21071031594682,14,257776,SP,337732,32.446058854667534,2.4486721066758994,NDA,NDA,1,1,9.100271181463912,test
Uttar_Pradesh,1999,66,SP,Raghuraj Singh Shakya,M,233038,5,Etawah,1,601644,38.7335367759007,14,149375,BSP,83663,13.905731628670775,3.6107314811010234,INDIA,,0,0,,train
