Total_LS_Candidates,Total_Women_LS_Candidates,Women_LS_Candidacy_Rate_Pct,Women_LS_Win_Rate_Pct,Total_Women_LS_Winners,LS_Seats_Total,LS_Seats_Reserved_33pct,LS_Women_Shortfall
259078,0,0.0,0,0,543,180,-20426
