State,Constituency,Predicted_Woman_Win_Prob,Predicted_Man_Win_Prob,Predicted_Gender_Gap,Empirical_Women_Win_Rate,Empirical_Men_Win_Rate,Women_Fielded,Total_Candidates,Const_Type,Potential_Score
Andhra_Pradesh,HUZURNAGAR,0.3627620834412427,0.36455259487350233,0.0017905114322596116,0.0,0.16,0,25,GEN,36.21125537836509
Andhra_Pradesh,HYDERABAD EAST,0.380525309276947,0.3823508896921278,0.0018255804151808275,0.0,0.2,0,5,SC,37.98306297248504
Andhra_Pradesh,IBRAHIMPATNAM,0.36059767281733857,0.36238357642585894,0.0017859036085203783,0.0,0.15873015873015872,0,63,GEN,35.995368013223
Andhra_Pradesh,ICHAPURAM,0.40667770188574465,0.40854600325375723,0.0018683013680125815,0.0,0.2777777777777778,0,36,GEN,40.59179053789713
Andhra_Pradesh,ICHCHAPURAM,0.3628538207531054,0.3646445258788144,0.0017907051257090023,0.0,0.14285714285714285,1,22,GEN,36.22040565563997
Andhra_Pradesh,INDURTHI,0.37234068755194477,0.3741507178933412,0.0018100303413964292,0.0,0.14516129032258066,0,62,GEN,37.166673961013935
Andhra_Pradesh,JADCHERLA,0.3309987607297874,0.33271435170227376,0.0017155909724863583,0.0,0.13978494623655913,0,93,GEN,33.04309022439752
Andhra_Pradesh,JAGGAMPETA,0.35915893076304023,0.36094173118726247,0.0017828004242222417,0.0,0.1686746987951807,0,83,GEN,35.85186220689127
Andhra_Pradesh,JAGGAYYAPET,0.328333826640614,0.33004241929186323,0.00170859265124923,0.0,0.11627906976744186,0,86,GEN,32.77728378772593
Andhra_Pradesh,JAGGAYYAPETA,0.30364072975152784,0.30527922773513605,0.0016384979836082114,0.0,0.06521739130434782,0,46,GEN,30.314321502808866
Andhra_Pradesh,JAGTIAL,0.3595624966988029,0.36134617080647463,0.0017836741076717177,0.0,0.1935483870967742,0,62,GEN,35.89211543833514
Andhra_Pradesh,JAMMALAMADUGU,0.33291321929595086,0.33463376968345,0.0017205503874991313,0.0,0.1111111111111111,1,109,GEN,33.23404253274877
Andhra_Pradesh,JANGAON,0.3356071688511121,0.33733460149985955,0.0017274326487474734,0.0,0.15254237288135594,0,59,GEN,33.502743007048494
Andhra_Pradesh,JANGOAN,0.3200901114071782,0.32177635682769906,0.001686245420520871,0.0,0.08333333333333333,0,12,GEN,31.955036092266383
Andhra_Pradesh,JUBILEE HILLS,0.32306472585219653,0.32475915668510913,0.0016944308329125968,0.0,0.07692307692307693,0,13,GEN,32.251731501968614
Andhra_Pradesh,JUKKAL,0.41959910803572864,0.4214846017092707,0.0018854936735420713,0.0,0.24444444444444444,0,45,SC,41.88079565721034
Andhra_Pradesh,KADAPA,0.3377896537858847,0.33952257939108754,0.0017329256052028286,0.0,0.06818181818181818,1,45,GEN,33.720428944566656
Andhra_Pradesh,KADIAM,0.35070111281872446,0.3524650210122041,0.0017639081934796574,0.0,0.17307692307692307,0,52,GEN,35.008250825236104
Andhra_Pradesh,KADIRI,0.34060170544103857,0.342341599440536,0.0017398939994974216,0.0,0.12264150943396226,0,106,GEN,34.00090945775231
Andhra_Pradesh,KAIKALUR,0.32517090656271136,0.32687104995225796,0.0017001433895466045,0.0,0.125,2,106,GEN,32.46180693954459
Andhra_Pradesh,KAKINADA,0.3313842462216734,0.333100840374516,0.0017165941528425877,0.0,0.1388888888888889,0,72,GEN,33.08153939622651
Andhra_Pradesh,KAKINADA CITY,0.3161006322048158,0.31777568368672526,0.0016750514819094398,0.0,0.061224489795918366,0,49,GEN,31.55711473724086
Andhra_Pradesh,KAKINADA RURAL,0.31510314068911033,0.31677535469241713,0.0016722140033068045,0.0,0.06521739130434782,2,48,GEN,31.457622080476405
Andhra_Pradesh,KALAHASTI,0.4291030509701885,0.43099953775961236,0.0018964867894238346,0.0,0.2857142857142857,0,7,GEN,42.82892627027221
Andhra_Pradesh,KALAMASTI,0.3304417474995671,0.33215588483315744,0.0017141373335903265,0.0,0.2,0,5,GEN,32.98753249636013
Andhra_Pradesh,KALWAKURTHI,0.35123044896183714,0.35299557211602806,0.0017651231541909174,0.0,0.18518518518518517,0,54,GEN,35.061048396391776
Andhra_Pradesh,KALWAKURTHY,0.4176489610062607,0.4195320258235727,0.0018830648173119857,0.0,0.2,0,10,GEN,41.68625009418029
Andhra_Pradesh,KALYANDRUG,0.41222197365191876,0.41409796893476325,0.0018759952828444892,0.0,0.19148936170212766,0,47,SC,41.14486471738629
Andhra_Pradesh,KALYANDURG,0.34843018050818914,0.3501888269616638,0.001758646453474677,0.5,0.09090909090909091,2,35,GEN,34.78174150069548
Andhra_Pradesh,KAMALAPUR,0.3496852109548572,0.351446775207659,0.0017615642528017728,0.0,0.1864406779661017,0,59,GEN,34.906921798750574
Andhra_Pradesh,KAMALAPURAM,0.3228625528636116,0.32455643172062676,0.001693878857015163,0.0,0.08888888888888889,0,135,GEN,32.2315662811594
