Baseline_NDA_Majority_Prob,Baseline_INDIA_Majority_Prob,Baseline_Hung_Prob,Post_Women_NDA_Majority_Prob,Post_Women_INDIA_Majority_Prob,Post_Women_Hung_Prob,Post_Women_Kingmakers_Prob,Women_Elected_Estimate,Women_Reserved_Seats,Scenarios_Changed
0.5158,0.10505,0.37915,0.49001,0.102949,0.48494,0.08,31,188,3
