State,Constituency,Women_Candidates,Women_Candidacy_Pct,Women_Won,Total_Candidates,Electors,Turnout_Pct
Andhra_Pradesh,CHEEPURUPALLE,0,0.0,False,21,189401.0,81.34
Andhra_Pradesh,CHEEPURUPALLI,1,1.7241379310344827,False,58,198988.0,83.36
Andhra_Pradesh,CHENNUR,0,0.0,False,56,150107.0,75.0
Andhra_Pradesh,CHENNUR (SC),0,0.0,False,21,150107.0,74.81
Andhra_Pradesh,CHERIAL,0,0.0,False,4,61543.0,58.41
Andhra_Pradesh,CHERIYAL,0,0.0,False,58,142505.0,70.64
Andhra_Pradesh,CHEVELLA,0,0.0,False,67,192009.0,77.21
Andhra_Pradesh,CHEYYERU,0,0.0,False,10,97915.0,71.7
Andhra_Pradesh,CHILAKALURIPET,2,1.680672268907563,True,119,223976.0,83.99
Andhra_Pradesh,CHILAKALURIPETA,0,0.0,False,3,82812.0,76.24
Andhra_Pradesh,CHILAKULURIPET,0,0.0,False,2,94832.0,68.16
Andhra_Pradesh,CHILLAMCHERLA,0,0.0,False,3,59645.0,74.62
Andhra_Pradesh,CHINNAKONDUR,0,0.0,False,5,66394.0,64.51
Andhra_Pradesh,CHINNUR,0,0.0,False,63,179673.0,70.95
Andhra_Pradesh,CHINTALAPUDI,0,0.0,False,84,263398.0,82.09
Andhra_Pradesh,CHINTAPALLI,0,0.0,False,49,175515.0,61.84
Andhra_Pradesh,CHIRALA,2,1.5873015873015872,False,126,190830.0,82.54
Andhra_Pradesh,CHITTOOR,0,0.0,False,102,193904.0,78.16
Andhra_Pradesh,CHODAVARAM,0,0.0,False,71,210806.0,82.88
Andhra_Pradesh,CHOPPADANDI,0,0.0,False,65,200641.0,69.16
Andhra_Pradesh,CUDDAPAH,0,0.0,False,105,222661.0,59.86
Andhra_Pradesh,CUDDAPAM,0,0.0,False,8,94448.0,68.26
Andhra_Pradesh,CUMBUM,0,0.0,False,56,135131.0,74.17
Andhra_Pradesh,DARSI,0,0.0,False,112,214440.0,91.1
Andhra_Pradesh,DENDULUR,0,0.0,False,55,152358.0,81.86
Andhra_Pradesh,DENDULURU,2,6.896551724137931,False,29,220361.0,84.86
Andhra_Pradesh,DEVARAKONDA,0,0.0,False,7,202733.0,72.63
Andhra_Pradesh,DEVARKADRA,0,0.0,False,14,206309.0,68.63
Andhra_Pradesh,DEVARKONDA,0,0.0,False,5,70855.0,66.66
Andhra_Pradesh,DEVERAKONDA(ST),0,0.0,False,1,181197.0,0.0
Andhra_Pradesh,DEVERKONDA,0,0.0,False,50,176288.0,64.43
Andhra_Pradesh,DHAMASAGAR,0,0.0,False,3,58031.0,73.72
Andhra_Pradesh,DHAMAVARAM,0,0.0,False,32,178455.0,64.55
Andhra_Pradesh,DHARAMAVARAM,0,0.0,False,2,82042.0,70.53
Andhra_Pradesh,DHARMAPURI,0,0.0,False,6,193562.0,66.0
Andhra_Pradesh,DHARMAPURI (SC),0,0.0,False,5,193562.0,65.91
Andhra_Pradesh,DHARMAVARAM,1,1.408450704225352,False,71,240543.0,87.58
Andhra_Pradesh,DHONA,0,0.0,False,17,148689.0,69.14
Andhra_Pradesh,DHONE,0,0.0,False,87,220035.0,79.3
Andhra_Pradesh,DICHPALLI,0,0.0,False,52,144462.0,77.43
Andhra_Pradesh,DICHPALLY,0,0.0,False,5,131559.0,66.8
Andhra_Pradesh,DOMMAT,0,0.0,False,65,136615.0,78.56
Andhra_Pradesh,DORNAKAL,0,0.0,False,43,185210.0,81.26
Andhra_Pradesh,DUBBAK,0,0.0,False,12,181132.0,78.69
Andhra_Pradesh,DUGGIRALA,0,0.0,False,47,121878.0,81.06
Andhra_Pradesh,ELAMANCHILI,1,1.408450704225352,False,71,198556.0,85.0
Andhra_Pradesh,ELURU,0,0.0,False,102,238903.0,67.61
Andhra_Pradesh,ETCHERLA,0,0.0,False,60,232070.0,84.19
Andhra_Pradesh,GADWAL,0,0.0,False,71,185240.0,76.29
Andhra_Pradesh,GAGAN MAHAL,0,0.0,False,13,68367.0,49.62
Andhra_Pradesh,GAJAPATHINAGARAM,2,3.1746031746031744,False,63,198309.0,86.9
Andhra_Pradesh,GAJUWAKA,2,4.761904761904762,False,42,310011.0,64.28
Andhra_Pradesh,GAJWEL,0,0.0,False,56,209644.0,84.47
Andhra_Pradesh,GANGADHARA NELLORE,0,0.0,False,37,199874.0,86.39
Andhra_Pradesh,GANNAVARAM,2,1.6666666666666667,False,120,189385.0,82.48
Andhra_Pradesh,GHANPUR,0,0.0,False,64,152032.0,74.56
Andhra_Pradesh,GHANPUR (STATION),0,0.0,False,11,225885.0,75.99
Andhra_Pradesh,GHANPUR (STATION) (SC),0,0.0,False,5,225885.0,75.22
Andhra_Pradesh,GHANPUR(SC),0,0.0,False,6,159817.0,69.39
Andhra_Pradesh,GIDDALUR,1,0.8620689655172413,False,116,238144.0,82.32
Andhra_Pradesh,GOLUGONDA,0,0.0,False,3,57387.0,66.65
Andhra_Pradesh,GOMPA,0,0.0,False,5,82702.0,61.85
Andhra_Pradesh,GOOTY,0,0.0,False,57,155852.0,63.64
Andhra_Pradesh,GOPALAPURAM,0,0.0,False,37,232124.0,85.93
Andhra_Pradesh,GOPALPURAM,0,0.0,False,54,165472.0,76.98
Andhra_Pradesh,GORANTLA,0,0.0,False,49,162052.0,74.78
Andhra_Pradesh,GOSHAMAHAL,0,0.0,False,18,207026.0,59.3
Andhra_Pradesh,GUDIVADA,1,0.7518796992481203,False,133,208393.0,80.57
Andhra_Pradesh,GUDIVADAGUDIVADA,0,0.0,False,4,168159.0,57.28
Andhra_Pradesh,GUDUR,1,1.2820512820512822,False,78,236529.0,77.89
Andhra_Pradesh,GUNTAKAL,1,2.3255813953488373,False,43,252719.0,75.6
Andhra_Pradesh,GUNTUR EAST,4,6.25,False,64,229909.0,70.25
Andhra_Pradesh,GUNTUR I,0,0.0,False,15,87851.0,55.89
Andhra_Pradesh,GUNTUR I I,0,0.0,False,3,69363.0,76.61
Andhra_Pradesh,GUNTUR II,0,0.0,False,9,108131.0,63.73
Andhra_Pradesh,GUNTUR WEST,4,5.47945205479452,False,73,265258.0,65.84
Andhra_Pradesh,GUNTUR-I,0,0.0,False,83,184068.0,58.29
Andhra_Pradesh,GUNTUR-II,0,0.0,False,91,187633.0,59.6
Andhra_Pradesh,GURAZALA,0,0.0,False,40,268598.0,83.81
Andhra_Pradesh,GURUZALA,0,0.0,False,15,212059.0,78.18
Andhra_Pradesh,GURZALA,0,0.0,False,86,212908.0,68.16
Andhra_Pradesh,HANAMKONDA,0,0.0,False,76,258165.0,59.28
Andhra_Pradesh,HARASAPUR,0,0.0,False,4,93376.0,68.84
Andhra_Pradesh,HARISCHANDRAPURAM,0,0.0,False,7,69962.0,57.65
Andhra_Pradesh,HARISHCHANDRA,0,0.0,False,19,140924.0,70.35
Andhra_Pradesh,HARISHCHANDRA PURAM,0,0.0,False,3,126215.0,71.46
Andhra_Pradesh,HARISHCHANDRAPURAM,0,0.0,False,6,140536.0,72.49
Andhra_Pradesh,HASANPARTHI,0,0.0,False,3,58644.0,52.11
Andhra_Pradesh,HASANPARTHY,0,0.0,False,10,89031.0,47.33
Andhra_Pradesh,HIGH COURT,0,0.0,False,4,43254.0,56.44
Andhra_Pradesh,HIMAYATNAGAR,0,0.0,False,84,202703.0,54.78
Andhra_Pradesh,HINDUPUR,0,0.0,False,99,229340.0,77.69
Andhra_Pradesh,HUSNABAD,0,0.0,False,15,233615.0,70.49
Andhra_Pradesh,HUZURABAD,0,0.0,False,150,204056.0,71.64
Andhra_Pradesh,HUZURNAGAR,0,0.0,False,25,214836.0,77.94
Andhra_Pradesh,HYDERABAD EAST,0,0.0,False,5,53387.0,43.36
Andhra_Pradesh,IBRAHIMPATAM,0,0.0,False,3,63387.0,56.14
Andhra_Pradesh,IBRAHIMPATNAM,0,0.0,False,63,196880.0,78.54
Andhra_Pradesh,IBRAHIMPATNAM(SC),0,0.0,False,4,88473.0,70.87
Andhra_Pradesh,ICHAPURAM,0,0.0,False,36,130814.0,73.47
Andhra_Pradesh,ICHCHAPURAM,1,4.545454545454546,False,22,247941.0,69.54
Andhra_Pradesh,INDURTHI,0,0.0,False,62,161666.0,67.12
Andhra_Pradesh,INDURTHY,0,0.0,False,4,65874.0,69.1
Andhra_Pradesh,JADCHERLA,0,0.0,False,93,196625.0,71.31
Andhra_Pradesh,JAGGAMPETA,0,0.0,False,83,211481.0,85.65
Andhra_Pradesh,JAGGAYYAPET,0,0.0,False,86,162596.0,80.6
Andhra_Pradesh,JAGGAYYAPETA,0,0.0,False,46,195729.0,89.98
Andhra_Pradesh,JAGTIAL,0,0.0,False,62,195156.0,68.31
Andhra_Pradesh,JAMI,0,0.0,False,4,87424.0,78.11
Andhra_Pradesh,JAMMALAHADUGU,0,0.0,False,2,73701.0,77.55
Andhra_Pradesh,JAMMALAMADUGU,1,0.9174311926605505,False,109,237817.0,85.73
Andhra_Pradesh,JANGAO,0,0.0,False,3,59040.0,60.19
Andhra_Pradesh,JANGAON,0,0.0,False,59,150692.0,70.74
Andhra_Pradesh,JANGOAN,0,0.0,False,12,209425.0,72.23
Andhra_Pradesh,JUBILEE HILLS,0,0.0,False,13,259416.0,52.76
Andhra_Pradesh,JUBILLEE HILLS,0,0.0,False,4,48231.0,51.23
Andhra_Pradesh,JUKKAL,0,0.0,False,45,165426.0,77.22
Andhra_Pradesh,KADAPA,1,2.2222222222222223,False,45,265211.0,62.85
Andhra_Pradesh,KADIAM,0,0.0,False,52,240650.0,69.04
Andhra_Pradesh,KADIRI,0,0.0,False,106,240086.0,79.13
Andhra_Pradesh,KAIKALUR,2,1.8867924528301887,False,106,195844.0,87.71
Andhra_Pradesh,KAKINADA,0,0.0,False,72,196099.0,57.21
Andhra_Pradesh,KAKINADA CITY,0,0.0,False,49,255773.0,67.09
Andhra_Pradesh,KAKINADA RURAL,2,4.166666666666667,False,48,249109.0,74.07
Andhra_Pradesh,KALAHASTI,0,0.0,False,7,81749.0,77.03
Andhra_Pradesh,KALAMASTI,0,0.0,False,5,97218.0,78.69
Andhra_Pradesh,KALWAKURTHI,0,0.0,False,54,196825.0,71.09
Andhra_Pradesh,KALWAKURTHY,0,0.0,False,10,210938.0,73.99
Andhra_Pradesh,KALYANDRUG,0,0.0,False,47,196478.0,74.98
Andhra_Pradesh,KALYANDURG,2,5.714285714285714,True,35,219685.0,86.87
Andhra_Pradesh,KALYANDURG(SC),0,0.0,False,3,117910.0,58.71
Andhra_Pradesh,KAMALAPUR,0,0.0,False,59,183644.0,71.06
Andhra_Pradesh,KAMALAPURAM,0,0.0,False,135,193151.0,81.98
Andhra_Pradesh,KAMAREDDY,0,0.0,False,90,199249.0,72.73
Andhra_Pradesh,KAMLAPURAM,0,0.0,False,2,83619.0,66.55
Andhra_Pradesh,KANDUKUR,2,2.1739130434782608,False,92,218961.0,89.48
Andhra_Pradesh,KANIGIRI,1,0.8771929824561403,False,114,232084.0,83.06
Andhra_Pradesh,KANITHI,0,0.0,False,4,51285.0,53.9
Andhra_Pradesh,KANKIPADU,0,0.0,False,76,353059.0,55.44
Andhra_Pradesh,KARAPA,0,0.0,False,5,65307.0,57.55
Andhra_Pradesh,KARIMNAGAR,0,0.0,False,89,261573.0,53.57
Andhra_Pradesh,KARWAN,0,0.0,False,88,234643.0,47.81
Andhra_Pradesh,KAVALI,1,1.0638297872340425,False,94,255469.0,76.36
Andhra_Pradesh,KHAIRATABAD,0,0.0,False,88,229117.0,56.61
Andhra_Pradesh,KHAMMAM,0,0.0,False,80,204649.0,74.96
Andhra_Pradesh,KHANAPUR,0,0.0,False,49,156506.0,74.5
Andhra_Pradesh,KHANAPUR(ST),0,0.0,False,6,159421.0,67.82
Andhra_Pradesh,KODAD,0,0.0,False,59,213236.0,76.93
Andhra_Pradesh,KODANGAL,0,0.0,False,55,186463.0,71.21
Andhra_Pradesh,KODUMUR,1,1.3333333333333333,False,75,216212.0,77.69
Andhra_Pradesh,KODUR,3,2.5210084033613445,False,119,182772.0,74.83
Andhra_Pradesh,KODUR (SC),0,0.0,False,16,158139.0,78.11
Andhra_Pradesh,KOILKUNTLA,0,0.0,False,63,157630.0,69.48
Andhra_Pradesh,KOLLAPUR,0,0.0,False,68,214047.0,70.55
Andhra_Pradesh,KONDAKARLA,0,0.0,False,3,57160.0,54.58
Andhra_Pradesh,KONDAPI,0,0.0,False,53,231653.0,87.79
Andhra_Pradesh,KONDEPI,0,0.0,False,57,146991.0,83.06
Andhra_Pradesh,KORATLA,0,0.0,False,78,191853.0,67.39
Andhra_Pradesh,KORUKONDA,0,0.0,False,5,55266.0,62.72
Andhra_Pradesh,KOSIGI,0,0.0,False,3,58497.0,49.87
Andhra_Pradesh,KOTHAGUDEM,0,0.0,False,70,196675.0,72.7
Andhra_Pradesh,KOTHAPETA,0,0.0,False,72,241645.0,84.4
Andhra_Pradesh,KOTHAPETHA,0,0.0,False,3,64382.0,82.22
Andhra_Pradesh,KOTHURU,0,0.0,False,32,135062.0,70.26
Andhra_Pradesh,KOTTURU,0,0.0,False,3,122825.0,66.34
Andhra_Pradesh,KOVUR,1,0.9523809523809523,False,105,264685.0,77.66
Andhra_Pradesh,KOVVUR,4,3.9603960396039604,True,101,176505.0,86.46
Andhra_Pradesh,KOYYUR,0,0.0,False,6,95694.0,72.96
Andhra_Pradesh,KUAIRATABAD,0,0.0,False,8,1049850.0,36.21
Andhra_Pradesh,KUCHINAPUDI,0,0.0,False,55,114305.0,75.82
Andhra_Pradesh,KUKATPALLY,0,0.0,False,16,385031.0,53.5
Andhra_Pradesh,KUPPAM,1,1.1764705882352942,False,85,213329.0,85.08
Andhra_Pradesh,KURNOOL,0,0.0,False,177,258876.0,58.97
Andhra_Pradesh,KURUPAM,2,8.695652173913043,True,23,184259.0,77.75
Andhra_Pradesh,LAKKIREDDIPALLI,0,0.0,False,72,128987.0,72.08
Andhra_Pradesh,LAL BAHADUR NAGAR,0,0.0,False,20,412728.0,47.38
Andhra_Pradesh,LUXETIPET,0,0.0,False,4,68966.0,73.91
Andhra_Pradesh,LUXETTIPET,0,0.0,False,45,223016.0,69.5
Andhra_Pradesh,LUXETTIPETH,0,0.0,False,2,66272.0,66.66
Andhra_Pradesh,MACHERLA,1,0.6802721088435374,False,147,250403.0,84.62
Andhra_Pradesh,MACHILIPATNAM,0,0.0,False,31,184578.0,80.78
Andhra_Pradesh,MADAKASIRA,0,0.0,False,64,201881.0,87.73
Andhra_Pradesh,MADANAPALLE,3,4.6875,False,64,246284.0,73.02
Andhra_Pradesh,MADANPALLE,0,0.0,False,49,198485.0,58.99
Andhra_Pradesh,MADHIRA,0,0.0,False,56,179058.0,83.22
Andhra_Pradesh,MADIRA,0,0.0,False,9,183510.0,87.18
Andhra_Pradesh,MADOOR,0,0.0,False,3,61506.0,28.44
Andhra_Pradesh,MADUGULA,0,0.0,False,48,170487.0,81.66
Andhra_Pradesh,MAHABUBABAD,0,0.0,False,12,196996.0,77.62
Andhra_Pradesh,MAHABUBNAGAR,0,0.0,False,21,208747.0,59.87
Andhra_Pradesh,MAHARAJGANJ,0,0.0,False,11,72283.0,51.75
Andhra_Pradesh,MAHARAJGUNJ,0,0.0,False,92,92663.0,61.1
Andhra_Pradesh,MAHBUBABAD,0,0.0,False,42,180566.0,79.73
Andhra_Pradesh,MAHBUBNAGAR,0,0.0,False,80,208747.0,55.83
Andhra_Pradesh,MAHBUHABAD,0,0.0,False,3,75413.0,71.05
Andhra_Pradesh,MAHESHWARAM,0,0.0,False,18,287108.0,60.92
Andhra_Pradesh,MAIDARAM,0,0.0,False,3,59689.0,51.06
Andhra_Pradesh,MAKTHAL,0,0.0,False,63,205633.0,63.86
Andhra_Pradesh,MALAKPET,0,0.0,False,144,193583.0,52.33
Andhra_Pradesh,MALKAJGIRI,0,0.0,False,18,351506.0,54.6
Andhra_Pradesh,MALLESHWARAM,0,0.0,False,2,95012.0,75.32
Andhra_Pradesh,MALLESWARA,0,0.0,False,4,82701.0,76.68
Andhra_Pradesh,MALLESWARAM,0,0.0,False,37,132327.0,80.71
Andhra_Pradesh,MANAKONDUR,0,0.0,False,12,200944.0,70.22
Andhra_Pradesh,MANCHERIAL,0,0.0,False,26,199133.0,66.38
Andhra_Pradesh,MANDAPETA,0,0.0,False,41,214388.0,86.96
Andhra_Pradesh,MANGALAGIRI,2,1.4285714285714286,False,140,268558.0,85.07
Andhra_Pradesh,MANGLAGIRI,0,0.0,False,4,73367.0,70.73
Andhra_Pradesh,MANTHANI,0,0.0,False,65,202812.0,74.39
Andhra_Pradesh,MANTRALAYAM,0,0.0,False,25,187057.0,85.19
Andhra_Pradesh,MARKAPUR,0,0.0,False,52,166204.0,73.98
Andhra_Pradesh,MARKAPURAM,1,2.0,False,50,210105.0,84.58
Andhra_Pradesh,MARTUR,0,0.0,False,62,142477.0,82.46
Andhra_Pradesh,MEDAK,0,0.0,False,72,199047.0,75.8
Andhra_Pradesh,MEDCHAL,0,0.0,False,87,315308.0,60.64
Andhra_Pradesh,METPALLI,0,0.0,False,63,167242.0,65.48
Andhra_Pradesh,MIDTHUR,0,0.0,False,3,65093.0,73.26
Andhra_Pradesh,MIRYALGUDA,0,0.0,False,77,205058.0,71.72
Andhra_Pradesh,MUDHOLE,0,0.0,False,64,175877.0,78.26
Andhra_Pradesh,MUDINEPALLI,0,0.0,False,47,115905.0,81.82
Andhra_Pradesh,MULUG,0,0.0,False,52,177140.0,76.03
Andhra_Pradesh,MULUG(ST),0,0.0,False,4,160566.0,63.04
Andhra_Pradesh,MUMMIDIVARAM,0,0.0,False,86,229600.0,83.64
Andhra_Pradesh,MUMMIDIVARAM(SC),0,0.0,False,6,136827.0,73.22
Andhra_Pradesh,MUNGODE,0,0.0,False,65,165448.0,69.77
Andhra_Pradesh,MUNUGODE,0,0.0,False,12,212911.0,77.14
Andhra_Pradesh,MUSHEERABAD,0,0.0,False,143,242039.0,54.85
Andhra_Pradesh,MYADARAM,0,0.0,False,18,266958.0,60.68
Andhra_Pradesh,MYADARAM(SC),0,0.0,False,5,288461.0,47.22
Andhra_Pradesh,MYDARAM,0,0.0,False,59,254774.0,57.87
Andhra_Pradesh,MYDUKUR,1,0.7751937984496124,False,129,208194.0,81.31
Andhra_Pradesh,MYLAVARAM,0,0.0,False,105,280536.0,82.88
Andhra_Pradesh,NAGARAM,0,0.0,False,69,123062.0,75.04
Andhra_Pradesh,NAGARI,3,3.75,True,80,194900.0,86.59
Andhra_Pradesh,NAGARIKATAKAM,0,0.0,False,11,85975.0,61.77
Andhra_Pradesh,NAGARJUNA SAGAR,0,0.0,False,20,201229.0,76.74
Andhra_Pradesh,NAGARKURNOOL,0,0.0,False,85,214403.0,68.77
Andhra_Pradesh,NAGURU,0,0.0,False,46,130305.0,71.74
Andhra_Pradesh,NAKREKAL,0,0.0,False,65,221446.0,76.06
Andhra_Pradesh,NALGONDA,0,0.0,False,96,200352.0,73.8
Andhra_Pradesh,NALLAMADA,0,0.0,False,46,134521.0,75.63
Andhra_Pradesh,NALLAMDA,0,0.0,False,3,81184.0,54.62
Andhra_Pradesh,NAMPALLI,0,0.0,False,21,242486.0,45.7
Andhra_Pradesh,NANDIGAMA,3,2.7777777777777777,False,108,195053.0,87.4
Andhra_Pradesh,NANDIGAMA (SC),0,0.0,False,4,184092.0,68.58
Andhra_Pradesh,NANDIKOTKUR,0,0.0,False,95,197720.0,87.26
Andhra_Pradesh,NANDIPAD,0,0.0,False,3,70063.0,63.77
Andhra_Pradesh,NANDYAL,0,0.0,False,118,257029.0,76.84
Andhra_Pradesh,NARASANNAPETA,1,1.408450704225352,False,71,210451.0,79.6
Andhra_Pradesh,NARASAPUR,0,0.0,False,57,160130.0,79.49
Andhra_Pradesh,NARASAPURAM,1,2.2222222222222223,False,45,168187.0,81.19
Andhra_Pradesh,NARASARAOPET,0,0.0,False,118,221728.0,82.59
Andhra_Pradesh,NARASIPATNAM,0,0.0,False,10,150568.0,75.37
Andhra_Pradesh,NARAYANKHED,0,0.0,False,44,197905.0,73.59
Andhra_Pradesh,NARAYANPET,0,0.0,False,9,185529.0,65.76
Andhra_Pradesh,NARELLA,0,0.0,False,46,165600.0,65.7
Andhra_Pradesh,NARSAMPET,0,0.0,False,60,191518.0,85.03
Andhra_Pradesh,NARSAPUR,0,0.0,False,64,187986.0,84.19
Andhra_Pradesh,NARSIPATNAM,0,0.0,False,58,210578.0,82.79
Andhra_Pradesh,NELLIMARLA,4,11.428571428571429,False,35,201692.0,87.99
Andhra_Pradesh,NELLORE,0,0.0,False,63,218351.0,53.07
Andhra_Pradesh,NELLORE CITY,0,0.0,False,45,238836.0,66.31
Andhra_Pradesh,NELLORE RURAL,0,0.0,False,41,254641.0,65.23
Andhra_Pradesh,NERELLA,0,0.0,False,8,77437.0,47.31
Andhra_Pradesh,NIDADAVOLE,1,2.857142857142857,False,35,203240.0,82.71
Andhra_Pradesh,NIDUMOLU,0,0.0,False,52,116917.0,77.43
Andhra_Pradesh,NINDUMOLU(SC),0,0.0,False,7,97584.0,52.23
Andhra_Pradesh,NIRMAL,0,0.0,False,70,169201.0,77.76
Andhra_Pradesh,NIZAMABAD,0,0.0,False,56,219641.0,52.68
Andhra_Pradesh,NIZAMABAD (RURAL),0,0.0,False,10,193494.0,77.93
Andhra_Pradesh,NIZAMABAD (URBAN),0,0.0,False,24,239887.0,39.68
Andhra_Pradesh,NUSTHULAPUR,0,0.0,False,9,80644.0,32.55
Andhra_Pradesh,NUZVID,1,1.0204081632653061,False,98,230693.0,86.93
