Total_Assembly_Elections_Candidates,Total_Women_Candidates,Women_Candidacy_Rate_Pct,Total_Women_Winners,Overall_Women_Win_Rate_Pct,Constituencies_With_Women_Winners,Total_Constituencies,States_Analyzed
483565,481,0.09946956458800782,48,9.97920997920998,48,8530,34
